stepcount,actiontime,target_temp,current_temp,Pval,Ival,Dval,outcome
2393,11-52-12,60,60.5,-0.5,0,0.0,0
2394,11-52-15,60,60.437,-0.4369999999999976,0,-0.06300000000000239,1
2395,11-52-18,60,60.437,-0.4369999999999976,0,0.0,0
2396,11-52-21,60,60.437,-0.4369999999999976,0,0.0,0
2397,11-52-24,60,60.437,-0.4369999999999976,0,0.0,0
2398,11-52-26,60,60.437,-0.4369999999999976,0,0.0,0
2399,11-52-29,60,60.5,-0.5,0,0.06300000000000239,0
2400,11-52-32,60,60.5,-0.5,0,0.0,0
2401,11-52-34,60,60.5,-0.5,0,0.0,0
2402,11-52-37,60,60.437,-0.4369999999999976,0,-0.06300000000000239,1
2403,11-52-40,60,60.437,-0.4369999999999976,0,0.0,0
2404,11-52-43,60,60.437,-0.4369999999999976,0,0.0,0
2405,11-52-46,60,60.437,-0.4369999999999976,0,0.0,0
2406,11-52-49,60,60.437,-0.4369999999999976,0,0.0,0
2407,11-52-51,60,60.437,-0.4369999999999976,0,0.0,0
2408,11-52-54,60,60.437,-0.4369999999999976,0,0.0,0
2409,11-52-57,60,60.375,-0.375,0,-0.06199999999999761,1
2410,11-53-00,60,60.375,-0.375,0,0.0,0
2411,11-53-03,60,60.375,-0.375,0,0.0,0
2412,11-53-06,60,60.375,-0.375,0,0.0,0
2413,11-53-08,60,60.437,-0.4369999999999976,0,0.06199999999999761,0
2414,11-53-11,60,60.437,-0.4369999999999976,0,0.0,0
2415,11-53-14,60,60.437,-0.4369999999999976,0,0.0,0
2416,11-53-16,60,60.5,-0.5,0,0.06300000000000239,0
2417,11-53-19,60,60.562,-0.5619999999999976,0,0.06199999999999761,0
2418,11-53-22,60,60.562,-0.5619999999999976,0,0.0,0
2419,11-53-25,60,60.625,-0.625,0,0.06300000000000239,0
2420,11-53-27,60,60.562,-0.5619999999999976,0,-0.06300000000000239,0.9
2421,11-53-31,60,60.5,-0.5,0,-0.06199999999999761,0.95
2422,11-53-34,60,60.437,-0.4369999999999976,0,-0.06300000000000239,1
2423,11-53-37,60,60.437,-0.4369999999999976,0,0.0,0
2424,11-53-40,60,60.375,-0.375,0,-0.06199999999999761,1
2425,11-53-43,60,60.375,-0.375,0,0.0,0
2426,11-53-46,60,60.312,-0.3119999999999976,0,-0.06300000000000239,1
2427,11-53-49,60,60.312,-0.3119999999999976,0,0.0,0
2428,11-53-52,60,60.312,-0.3119999999999976,0,0.0,0
2429,11-53-55,60,60.312,-0.3119999999999976,0,0.0,0
2430,11-53-58,60,60.375,-0.375,0,0.06300000000000239,0
2431,11-54-00,60,60.375,-0.375,0,0.0,0
2432,11-54-03,60,60.437,-0.4369999999999976,0,0.06199999999999761,0
2433,11-54-06,60,60.5,-0.5,0,0.06300000000000239,0
2434,11-54-09,60,60.437,-0.4369999999999976,0,-0.06300000000000239,1
2435,11-54-12,60,60.437,-0.4369999999999976,0,0.0,0
2436,11-54-15,60,60.375,-0.375,0,-0.06199999999999761,1
2437,11-54-18,60,60.437,-0.4369999999999976,0,0.06199999999999761,0
2438,11-54-21,60,60.375,-0.375,0,-0.06199999999999761,1
2439,11-54-24,60,60.375,-0.375,0,0.0,0
2440,11-54-27,60,60.375,-0.375,0,0.0,0
2441,11-54-30,60,60.375,-0.375,0,0.0,0
2442,11-54-33,60,60.375,-0.375,0,0.0,0
2443,11-54-35,60,60.375,-0.375,0,0.0,0
2444,11-54-38,60,60.312,-0.3119999999999976,0,-0.06300000000000239,1
2445,11-54-41,60,60.312,-0.3119999999999976,0,0.0,0
2446,11-54-44,60,60.312,-0.3119999999999976,0,0.0,0
2447,11-54-47,60,60.25,-0.25,0,-0.06199999999999761,1
2448,11-54-50,60,60.25,-0.25,0,0.0,0
2449,11-54-53,60,60.25,-0.25,0,0.0,0
2450,11-54-56,60,60.25,-0.25,0,0.0,0
2451,11-54-58,60,60.25,-0.25,0,0.0,0
2452,11-55-01,60,60.312,-0.3119999999999976,0,0.06199999999999761,0
2453,11-55-04,60,60.125,-0.125,0,-0.1869999999999976,1
2454,11-55-07,60,59.062,0.9380000000000024,0.9380000000000024,-1.0630000000000024,1
2455,11-55-10,60,58.562,1.4380000000000024,1,-0.5,1
2456,11-55-12,60,58.562,1.4380000000000024,1,0.0,1
2457,11-55-15,60,58.75,1.25,1,0.1880000000000024,0
2458,11-55-18,60,58.687,1.3130000000000024,1,-0.06300000000000239,1
2459,11-55-21,60,58.125,1.875,1,-0.5619999999999976,1
2460,11-55-24,60,57.687,2.3130000000000024,1,-0.4380000000000024,1
2461,11-55-27,60,57.375,2.625,1,-0.3119999999999976,1
2462,11-55-30,60,57.125,2.875,1,-0.25,1
2463,11-55-32,60,56.937,3.0630000000000024,1,-0.1880000000000024,1
2464,11-55-35,60,56.812,3.1880000000000024,1,-0.125,1
2465,11-55-38,60,56.75,3.25,1,-0.06199999999999761,1
2466,11-55-40,60,56.812,3.1880000000000024,1,0.06199999999999761,1
2467,11-55-43,60,56.875,3.125,1,0.06300000000000239,1
2468,11-55-46,60,57.0,3.0,1,0.125,0.57
2469,11-55-49,60,56.625,3.375,1,-0.375,1
2470,11-55-52,60,56.187,3.8130000000000024,1,-0.4380000000000024,1
2471,11-55-55,60,56.0,4.0,1,-0.1869999999999976,1
2472,11-55-58,60,55.937,4.063000000000002,1,-0.06300000000000239,1
2473,11-56-00,60,55.937,4.063000000000002,1,0.0,1
2474,11-56-03,60,55.625,4.375,1,-0.3119999999999976,1
2475,11-56-06,60,55.562,4.438000000000002,1,-0.06300000000000239,1
2476,11-56-09,60,55.437,4.563000000000002,1,-0.125,1
2477,11-56-11,60,55.437,4.563000000000002,1,0.0,1
2478,11-56-14,60,55.625,4.375,1,0.1880000000000024,0.65
2479,11-56-17,60,55.812,4.188000000000002,1,0.1869999999999976,0.45
2480,11-56-20,60,55.875,4.125,1,0.06300000000000239,1
2481,11-56-24,60,55.937,4.063000000000002,1,0.06199999999999761,1
2482,11-56-26,60,55.937,4.063000000000002,1,0.0,1
2483,11-56-29,60,56.0,4.0,1,0.06300000000000239,1
2484,11-56-32,60,56.0,4.0,1,0.0,1
2485,11-56-34,60,56.062,3.9380000000000024,1,0.06199999999999761,1
2486,11-56-37,60,56.062,3.9380000000000024,1,0.0,1
2487,11-56-40,60,56.187,3.8130000000000024,1,0.125,1
2488,11-56-43,60,56.187,3.8130000000000024,1,0.0,1
2489,11-56-45,60,56.312,3.6880000000000024,1,0.125,1
2490,11-56-48,60,56.437,3.5630000000000024,1,0.125,1
2491,11-56-51,60,56.562,3.4380000000000024,1,0.125,1
2492,11-56-54,60,56.937,3.0630000000000024,1,0.375,0
2493,11-56-56,60,57.125,2.875,1,0.1880000000000024,0
2494,11-56-59,60,57.312,2.6880000000000024,1,0.1869999999999976,0
2495,11-57-02,60,57.437,2.5630000000000024,1,0.125,0.05
2496,11-57-06,60,57.437,2.5630000000000024,1,0.0,1
2497,11-57-09,60,57.375,2.625,1,-0.06199999999999761,1
2498,11-57-11,60,57.375,2.625,1,0.0,1
2499,11-57-14,60,57.375,2.625,1,0.0,1
2500,11-57-17,60,57.5,2.5,1,0.125,0
2501,11-57-20,60,57.5,2.5,1,0.0,1
2502,11-57-23,60,57.562,2.4380000000000024,1,0.06199999999999761,1
2503,11-57-26,60,57.625,2.375,1,0.06300000000000239,1
2504,11-57-28,60,57.687,2.3130000000000024,1,0.06199999999999761,1
2505,11-57-31,60,57.875,2.125,1,0.1880000000000024,0
2506,11-57-34,60,58.062,1.9380000000000024,1,0.1869999999999976,0
2507,11-57-37,60,58.25,1.75,1,0.1880000000000024,0
2508,11-57-40,60,58.187,1.8130000000000024,1,-0.06300000000000239,1
2509,11-57-43,60,58.125,1.875,1,-0.06199999999999761,1
2510,11-57-45,60,58.062,1.9380000000000024,1,-0.06300000000000239,1
2511,11-57-48,60,58.125,1.875,1,0.06300000000000239,0.77
2512,11-57-51,60,58.187,1.8130000000000024,1,0.06199999999999761,0.73
2513,11-57-55,60,58.187,1.8130000000000024,1,0.0,1
2514,11-57-58,60,58.25,1.75,1,0.06300000000000239,0.62
2515,11-58-01,60,58.25,1.75,1,0.0,1
2516,11-58-04,60,58.375,1.625,1,0.125,0
2517,11-58-07,60,58.437,1.5630000000000024,1,0.06199999999999761,0.43
2518,11-58-10,60,58.562,1.4380000000000024,1,0.125,0
2519,11-58-13,60,58.625,1.375,1,0.06300000000000239,0.17
2520,11-58-16,60,58.687,1.3130000000000024,1,0.06199999999999761,0.13
2521,11-58-20,60,58.75,1.25,1,0.06300000000000239,0.02
2522,11-58-24,60,58.812,1.1880000000000024,1,0.06199999999999761,0
2523,11-58-26,60,58.875,1.125,1,0.06300000000000239,0
2524,11-58-29,60,58.875,1.125,1,0.0,1
2525,11-58-32,60,58.937,1.0630000000000024,1,0.06199999999999761,0
2526,11-58-35,60,59.062,0.9380000000000024,1,0.125,0
2527,11-58-38,60,59.062,0.9380000000000024,1,0.0,1
2528,11-58-41,60,59.062,0.9380000000000024,1,0.0,1
2529,11-58-44,60,59.125,0.875,1,0.06300000000000239,0
